City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
504,Laguna,US,2020-05-09 23:56:12,38.42,-121.42,91.99,14,1,10.29,clear sky,0,0
505,Vrangel,RU,2020-05-09 23:56:12,42.73,133.08,48.97,96,100,4.83,light rain,0,0
506,Grand-Lahou,CI,2020-05-09 23:56:12,5.14,-5.02,81.99,84,96,12.5,overcast clouds,0,0
507,Jonuta,MX,2020-05-09 23:56:12,18.08,-92.13,85.42,67,98,4.76,moderate rain,0,0
508,At-Bashi,KG,2020-05-09 23:56:12,41.17,75.81,42.01,45,100,1.01,overcast clouds,0,0
509,Celestun,MX,2020-05-09 23:56:12,20.87,-90.4,81.59,79,84,12.75,light rain,0,0
510,Maniitsoq,GL,2020-05-09 23:56:13,65.42,-52.9,39.51,73,95,10.83,overcast clouds,0,0
511,Clovis,US,2020-05-09 23:54:42,36.83,-119.7,100.0,16,40,5.82,scattered clouds,0,0
512,Kuchera,IN,2020-05-09 23:56:13,26.98,73.97,85.15,25,24,3.83,few clouds,0,0
513,Zrenjanin,RS,2020-05-09 23:56:13,45.38,20.38,60.01,71,26,2.24,scattered clouds,0,0
514,Rabo De Peixe,PT,2020-05-09 23:56:13,37.8,-25.58,62.6,93,75,16.11,broken clouds,0,0
515,Srednekolymsk,RU,2020-05-09 23:56:13,67.45,153.68,36.97,86,99,14.9,overcast clouds,0,0
516,Nizwa,OM,2020-05-09 23:56:13,22.93,57.53,80.67,20,0,3.36,clear sky,0,0
517,Samarai,PG,2020-05-09 23:56:13,-10.62,150.67,81.21,80,95,13.62,overcast clouds,0,0
518,Diego De Almagro,CL,2020-05-09 23:56:13,-26.37,-70.05,56.97,61,85,1.36,overcast clouds,0,0
519,San Luis,AR,2020-05-09 23:55:26,-33.3,-66.34,57.29,64,0,3.85,clear sky,0,0
520,Dunedin,NZ,2020-05-09 23:56:13,-45.87,170.5,55.99,83,65,1.99,broken clouds,0,0
521,Guymon,US,2020-05-09 23:56:13,36.68,-101.48,75.2,15,1,21.92,clear sky,0,0
522,Minot,US,2020-05-09 23:56:14,48.23,-101.3,41.0,52,20,14.99,few clouds,0,0
523,Praia Da Vitoria,PT,2020-05-09 23:56:14,38.73,-27.07,64.4,93,75,15.43,broken clouds,0,0
524,Santiago,CL,2020-05-09 23:55:28,-33.46,-70.65,64.4,48,0,9.17,clear sky,0,0
525,Johnson City,US,2020-05-09 23:56:14,36.31,-82.35,55.4,32,1,10.29,clear sky,0,0
526,Arica,CL,2020-05-09 23:51:44,-18.48,-70.3,66.2,77,39,4.7,scattered clouds,0,0
527,Naifaru,MV,2020-05-09 23:56:14,5.44,73.37,84.58,77,100,10.13,overcast clouds,0,0
528,Fredericksburg,US,2020-05-09 23:53:07,38.3,-77.46,50.0,39,1,10.29,clear sky,0,0
529,Belyy Yar,RU,2020-05-09 23:56:14,53.6,91.39,39.2,80,0,2.24,clear sky,0,0
530,Gaoual,GN,2020-05-09 23:56:14,11.75,-13.2,80.38,70,93,7.65,overcast clouds,0,0
531,Deyang,CN,2020-05-09 23:56:14,31.13,104.38,69.01,1,39,4.97,scattered clouds,0,0
532,Te Horo,NZ,2020-05-09 23:56:14,-40.81,175.12,61.0,77,1,1.01,clear sky,0,0
533,San Andres,CO,2020-05-09 23:53:08,12.58,-81.7,84.2,83,90,13.87,overcast clouds,0,0
534,Nuuk,GL,2020-05-09 23:56:15,64.18,-51.72,41.0,77,80,9.17,broken clouds,0,0
535,Stornoway,GB,2020-05-09 23:56:15,58.21,-6.39,39.2,93,67,31.09,light rain,0,0
536,Kavaratti,IN,2020-05-09 23:56:15,10.57,72.64,85.35,71,43,6.87,scattered clouds,0,0
537,Port Hardy,CA,2020-05-09 23:56:15,50.7,-127.42,68.0,45,40,2.24,scattered clouds,0,0
538,Camopi,GF,2020-05-09 23:56:15,3.17,-52.32,74.68,97,100,3.74,light rain,0,0
539,Lamont,US,2020-05-09 23:56:15,35.26,-118.91,98.01,16,4,7.0,clear sky,0,0
540,Natal,BR,2020-05-09 23:51:50,-5.79,-35.21,77.0,83,20,4.7,few clouds,0,0
541,Harper,LR,2020-05-09 23:56:15,4.38,-7.72,80.17,86,96,11.05,overcast clouds,0,0
542,Kinkala,CG,2020-05-09 23:56:15,-4.36,14.76,73.17,90,100,2.91,light rain,0,0
543,Slave Lake,CA,2020-05-09 23:56:15,55.28,-114.77,42.8,56,90,8.05,overcast clouds,0,0
544,Ornskoldsvik,SE,2020-05-09 23:56:16,63.29,18.72,35.6,74,100,2.24,snow,0,0
545,The Valley,AI,2020-05-09 23:51:32,18.22,-63.06,82.4,69,40,9.17,scattered clouds,0,0
546,Villanueva De Cordoba,ES,2020-05-09 23:56:16,38.32,-4.63,59.0,87,90,11.41,overcast clouds,0,0
547,Duluth,US,2020-05-09 23:56:16,46.78,-92.11,44.01,60,100,8.05,overcast clouds,0,0
548,Bac Lieu,VN,2020-05-09 23:56:16,9.29,105.72,85.69,70,100,7.34,overcast clouds,0,0
549,Coueron,FR,2020-05-09 23:56:16,47.22,-1.72,62.01,93,33,8.05,light rain,0,0
550,Miri,MY,2020-05-09 23:56:16,4.41,114.01,78.8,94,75,2.24,broken clouds,0,0
551,Lahij,YE,2020-05-09 23:56:16,13.17,44.58,82.08,43,17,2.95,few clouds,0,0
552,Bafra,TR,2020-05-09 23:56:16,41.57,35.91,41.0,93,20,5.82,few clouds,0,0
553,Burnie,AU,2020-05-09 23:56:16,-41.07,145.92,55.0,69,17,15.99,few clouds,0,0
554,Giyani,ZA,2020-05-09 23:56:16,-23.3,30.72,59.16,88,7,3.96,clear sky,0,0
555,Cehegin,ES,2020-05-09 23:56:17,38.09,-1.8,66.0,82,92,4.0,light rain,0,0
556,San Ramon,US,2020-05-09 23:56:07,37.78,-121.98,87.01,21,1,16.11,clear sky,0,0
557,Muscat,OM,2020-05-09 23:56:17,23.61,58.59,80.6,69,0,2.24,clear sky,0,0
